stock,trades,total_return,ann_return,sharpe,max_drawdown
000032.SZ,25,0.5182837741944508,0.061577487296242905,0.1644507194176974,-0.45885945657259153
601668.SH,7,-0.06868509933804423,-0.01006282928250335,-0.29303260466396125,-0.2698852424322105
301606.SZ,2,0.032246946083486216,0.04543503286956008,0.19191895996410407,-0.11984519808308831
688290.SH,10,-0.37476439067616363,-0.1508005831857051,-1.2232946536242308,-0.4013044634567229
510300.SH,21,-0.13641876460089497,-0.02063033669999148,-0.45399746069384056,-0.35975656777647963
603701.SH,20,-0.2576963224446628,-0.04170069756671502,-0.2023786414484611,-0.710949750023737
880424.SH,1,0.010826240947296117,0.0015316570161538756,-6.390498952749028,0.0
159964.SZ,14,-0.0928851975618249,-0.016696963293920675,-0.32122486229056146,-0.3684515081983636
300144.SZ,24,-0.4339045489618475,-0.07768829794520571,-0.49196775188998054,-0.5703650303786895
513390.SH,7,-0.12498837681813169,-0.06797002256361251,-0.6245082152904408,-0.2336336187711012
300628.SZ,22,-0.09174345029411068,-0.01358402549153026,-0.30748354656923016,-0.21659943543168425
002386.SZ,15,-0.37380159685008274,-0.06436541275906338,-0.3820240687470738,-0.5349269830698614
881432.SH,9,0.0006185577376445206,8.789351860438721e-05,-0.6040176563567804,-0.049186202150216976
002428.SZ,25,5.85734497249245,0.31475401985128215,0.8887785170468743,-0.3901620924248696
002364.SZ,18,1.1685700065885114,0.11630018704365552,0.3418473747246144,-0.3367919849221307
002240.SZ,30,-0.4746175813622877,-0.0875149287450554,-0.43112718612924217,-0.6661217797879679
880001.SH,0,0.0,0.0,0.0,0.0
880729.SH,6,-0.04236318631042768,-0.011786772040693894,-1.1924620002576225,-0.0423631863104277
881243.SH,6,0.027905205841558756,0.0039195528851692085,-1.5103865065460427,-0.020446285608378936
160220.SZ,8,0.29274979023582093,0.05762189031684528,0.29903980872079267,-0.13742179793295092
002358.SZ,14,0.0835001238289208,0.011750324066441165,-0.03325379821598249,-0.5300090381187876
880823.SH,9,0.031556326479027286,0.004425614159666802,-0.5474098496122421,-0.04675682865761442
002777.SZ,27,0.10392529398423522,0.014152118819852344,-0.023416177282159594,-0.6056098046696025
300070.SZ,13,-0.36573476268605076,-0.06297109704503523,-0.4704844945541897,-0.5515079478249081
002566.SZ,15,0.09470640544649589,0.012944041506245396,-0.031270342838588,-0.5876303244597731
002557.SZ,25,0.5729065333167569,0.06649242448262815,0.2725934251248783,-0.2537728568446902
300930.SZ,15,-0.21260338381532695,-0.05680238842485974,-0.4670127686261126,-0.3499461507839378
603167.SH,18,-0.5254099896246465,-0.10051376682208502,-0.6269224712040725,-0.6380628151886255
301125.SZ,10,-0.6020475403044822,-0.28230614193111636,-0.7465396619740978,-0.6766067171389412
002060.SZ,7,-0.02789744327726351,-0.004036121139851967,-0.15382656254825036,-0.3405860070968718
002812.SZ,25,0.700813639851803,0.07910429737734859,0.43211078077851467,-0.22694326759759031
603600.SH,20,-0.25141279240524117,-0.040321371243729365,-0.22619150594243337,-0.6190496320312456
881103.SH,10,0.017662044782885244,0.002491528843695745,-0.7586684421367614,-0.057802192428514344
300402.SZ,18,1.6740114525418028,0.15004162653147968,0.40602375710698985,-0.3424696217038871
300991.SZ,9,1.3604005415556726,0.25465559030445006,0.7508807672221756,-0.2244201825040149
603007.SH,17,-0.6619519898996178,-0.14368249915108322,-0.5859560163702463,-0.749299440681146
159362.SZ,1,0.01836393989983298,0.048927346779934044,0.7124485031915886,-0.012944983818770154
515190.SH,9,0.11717225573979273,0.02370081749015629,0.035683589996449695,-0.2606637765654156
688330.SH,16,0.061256971441205676,0.013726120626337934,-0.03926732475853546,-0.23143911537183462
002637.SZ,18,-0.10162439494668463,-0.015201531736613427,-0.14248426964135832,-0.3562646541845517
000546.SZ,20,1.3192729429586425,0.12746874106374118,0.36084898616808936,-0.42112250971090853
688352.SH,5,0.029695507938082732,0.015257546255433407,-0.013010963824033673,-0.36852737081005593
113646.SH,1,0.0021425932766900857,0.0007708053488413302,-6.663716721107635,-0.0021481328899744423
